SETTLEMENTDATE,PRICEBAND1,PRICEBAND2,PRICEBAND3,PRICEBAND4,PRICEBAND5,PRICEBAND6,PRICEBAND7,PRICEBAND8,PRICEBAND9,PRICEBAND10
6/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
7/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
8/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
9/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
10/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
11/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
12/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
13/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
14/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
15/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
16/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
17/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
18/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
19/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
20/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
21/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
22/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
23/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
24/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
25/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
26/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
27/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
28/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
29/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
30/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
31/08/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
1/09/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
2/09/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
3/09/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
4/09/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
5/09/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
6/09/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
7/09/2010 0:00,-988.3,9.6,28.35,34.26,54,87.83,295.05,4830.39,8387.8,12241.07
